round_epochs,loss,mean_absolute_error,val_loss,val_mean_absolute_error,batch_size,dropout,losses,lstm_units,optimizer
100,0.0764496922492981,0.01104355975985527,0.0,0.0,32,0.1,categorical_crossentropy,100,rmsprop
100,0.007385897450149059,0.002850199118256569,0.0,0.0,32,0.1,categorical_crossentropy,100,Adam
100,0.00756133534014225,0.0024467704351991415,0.0,0.0,32,0.1,categorical_crossentropy,200,rmsprop
100,0.00642457464709878,0.0024447403848171234,0.0,0.0,32,0.1,categorical_crossentropy,200,Adam
100,0.006081080995500088,0.0015294392360374331,0.0,0.0,32,0.1,categorical_crossentropy,300,rmsprop
100,0.004861967172473669,0.0016623559640720487,0.0,0.0,32,0.1,categorical_crossentropy,300,Adam
100,0.26868686079978943,0.26868686079978943,0.0,0.0,32,0.1,mean_absolute_error,100,rmsprop
100,0.26868686079978943,0.26868686079978943,0.0,0.0,32,0.1,mean_absolute_error,100,Adam
100,0.26868686079978943,0.26868686079978943,0.0,0.0,32,0.1,mean_absolute_error,200,rmsprop
100,0.26868686079978943,0.26868686079978943,0.0,0.0,32,0.1,mean_absolute_error,200,Adam
100,0.26868686079978943,0.26868686079978943,0.0,0.0,32,0.1,mean_absolute_error,300,rmsprop
100,0.26868686079978943,0.26868686079978943,0.0,0.0,32,0.1,mean_absolute_error,300,Adam
100,0.04060718044638634,0.006217364687472582,0.0,0.0,32,0.2,categorical_crossentropy,100,rmsprop
100,0.008406971581280231,0.0032745948992669582,0.0,0.0,32,0.2,categorical_crossentropy,100,Adam
100,0.24042333662509918,0.04281248152256012,0.0,0.0,32,0.2,categorical_crossentropy,200,rmsprop
100,0.006643174681812525,0.0025785781908780336,0.0,0.0,32,0.2,categorical_crossentropy,200,Adam
100,0.6704084873199463,0.06290946900844574,0.0,0.0,32,0.2,categorical_crossentropy,300,rmsprop
100,0.3749431073665619,0.11426351219415665,0.0,0.0,32,0.2,categorical_crossentropy,300,Adam
100,0.26868686079978943,0.26868686079978943,0.0,0.0,32,0.2,mean_absolute_error,100,rmsprop
100,0.2686868906021118,0.2686868906021118,0.0,0.0,32,0.2,mean_absolute_error,100,Adam
100,0.26868686079978943,0.26868686079978943,0.0,0.0,32,0.2,mean_absolute_error,200,rmsprop
100,0.26868686079978943,0.26868686079978943,0.0,0.0,32,0.2,mean_absolute_error,200,Adam
100,0.26868686079978943,0.26868686079978943,0.0,0.0,32,0.2,mean_absolute_error,300,rmsprop
100,0.26868686079978943,0.26868686079978943,0.0,0.0,32,0.2,mean_absolute_error,300,Adam
100,0.017968520522117615,0.005930288229137659,0.0,0.0,32,0.5,categorical_crossentropy,100,rmsprop
100,0.010136782191693783,0.0039587425999343395,0.0,0.0,32,0.5,categorical_crossentropy,100,Adam
100,0.01281479001045227,0.0038406434468925,0.0,0.0,32,0.5,categorical_crossentropy,200,rmsprop
100,0.012140713632106781,0.004826910328119993,0.0,0.0,32,0.5,categorical_crossentropy,200,Adam
100,0.15251988172531128,0.013151629827916622,0.0,0.0,32,0.5,categorical_crossentropy,300,rmsprop
100,0.009177113883197308,0.003492027288302779,0.0,0.0,32,0.5,categorical_crossentropy,300,Adam
100,0.26868686079978943,0.26868686079978943,0.0,0.0,32,0.5,mean_absolute_error,100,rmsprop
100,0.268686980009079,0.268686980009079,0.0,0.0,32,0.5,mean_absolute_error,100,Adam
100,0.26868686079978943,0.26868686079978943,0.0,0.0,32,0.5,mean_absolute_error,200,rmsprop
100,0.26868686079978943,0.26868686079978943,0.0,0.0,32,0.5,mean_absolute_error,200,Adam
100,0.26868686079978943,0.26868686079978943,0.0,0.0,32,0.5,mean_absolute_error,300,rmsprop
100,0.26868686079978943,0.26868686079978943,0.0,0.0,32,0.5,mean_absolute_error,300,Adam
100,0.010781972669064999,0.003754186211153865,0.0,0.0,64,0.1,categorical_crossentropy,100,rmsprop
100,0.015821129083633423,0.006525152362883091,0.0,0.0,64,0.1,categorical_crossentropy,100,Adam
100,0.014889702200889587,0.004606587812304497,0.0,0.0,64,0.1,categorical_crossentropy,200,rmsprop
100,0.0077598984353244305,0.003112073754891753,0.0,0.0,64,0.1,categorical_crossentropy,200,Adam
100,0.0053421929478645325,0.001706600422039628,0.0,0.0,64,0.1,categorical_crossentropy,300,rmsprop
100,0.07757330685853958,0.031971272081136703,0.0,0.0,64,0.1,categorical_crossentropy,300,Adam
100,0.26868686079978943,0.26868686079978943,0.0,0.0,64,0.1,mean_absolute_error,100,rmsprop
100,0.2686869204044342,0.2686869204044342,0.0,0.0,64,0.1,mean_absolute_error,100,Adam
100,0.26868686079978943,0.26868686079978943,0.0,0.0,64,0.1,mean_absolute_error,200,rmsprop
100,0.26717180013656616,0.26717180013656616,0.0,0.0,64,0.1,mean_absolute_error,200,Adam
100,0.26868686079978943,0.26868686079978943,0.0,0.0,64,0.1,mean_absolute_error,300,rmsprop
100,0.26868686079978943,0.26868686079978943,0.0,0.0,64,0.1,mean_absolute_error,300,Adam
100,0.12999698519706726,0.01418991293758154,0.0,0.0,64,0.2,categorical_crossentropy,100,rmsprop
100,0.01585310325026512,0.006391668226569891,0.0,0.0,64,0.2,categorical_crossentropy,100,Adam
100,0.008024532347917557,0.00247266236692667,0.0,0.0,64,0.2,categorical_crossentropy,200,rmsprop
100,0.8719160556793213,0.2512485980987549,0.0,0.0,64,0.2,categorical_crossentropy,200,Adam
100,0.007293674163520336,0.002022568602114916,0.0,0.0,64,0.2,categorical_crossentropy,300,rmsprop
100,0.00946641992777586,0.0036483241710811853,0.0,0.0,64,0.2,categorical_crossentropy,300,Adam
100,0.26868686079978943,0.26868686079978943,0.0,0.0,64,0.2,mean_absolute_error,100,rmsprop
100,0.2686868906021118,0.2686868906021118,0.0,0.0,64,0.2,mean_absolute_error,100,Adam
100,0.26868686079978943,0.26868686079978943,0.0,0.0,64,0.2,mean_absolute_error,200,rmsprop
100,0.26868686079978943,0.26868686079978943,0.0,0.0,64,0.2,mean_absolute_error,200,Adam
100,0.26868686079978943,0.26868686079978943,0.0,0.0,64,0.2,mean_absolute_error,300,rmsprop
100,0.26868686079978943,0.26868686079978943,0.0,0.0,64,0.2,mean_absolute_error,300,Adam
100,0.10613793134689331,0.02065969444811344,0.0,0.0,64,0.5,categorical_crossentropy,100,rmsprop
100,0.0246783047914505,0.009499817155301571,0.0,0.0,64,0.5,categorical_crossentropy,100,Adam
100,0.012910863384604454,0.0044440957717597485,0.0,0.0,64,0.5,categorical_crossentropy,200,rmsprop
100,0.021767904981970787,0.008943981491029263,0.0,0.0,64,0.5,categorical_crossentropy,200,Adam
100,0.06139324977993965,0.012752438895404339,0.0,0.0,64,0.5,categorical_crossentropy,300,rmsprop
100,0.0134885860607028,0.0055120172910392284,0.0,0.0,64,0.5,categorical_crossentropy,300,Adam
100,0.26868686079978943,0.26868686079978943,0.0,0.0,64,0.5,mean_absolute_error,100,rmsprop
100,0.2686871886253357,0.2686871886253357,0.0,0.0,64,0.5,mean_absolute_error,100,Adam
100,0.26868686079978943,0.26868686079978943,0.0,0.0,64,0.5,mean_absolute_error,200,rmsprop
100,0.2686868906021118,0.2686868906021118,0.0,0.0,64,0.5,mean_absolute_error,200,Adam
100,0.26868686079978943,0.26868686079978943,0.0,0.0,64,0.5,mean_absolute_error,300,rmsprop
100,0.26868686079978943,0.26868686079978943,0.0,0.0,64,0.5,mean_absolute_error,300,Adam
