round_epochs,loss,mean_absolute_error,val_loss,val_mean_absolute_error,batch_size,dropout,losses,lstm_units,optimizer
100,0.10959596186876297,0.10959596186876297,0.0,0.0,32,0.2,mean_absolute_error,100,rmsprop
100,0.10959596186876297,0.10959596186876297,0.0,0.0,32,0.2,mean_absolute_error,100,Adam
100,0.10959596186876297,0.10959596186876297,0.0,0.0,32,0.2,mean_absolute_error,200,rmsprop
100,0.10959596186876297,0.10959596186876297,0.0,0.0,32,0.2,mean_absolute_error,200,Adam
100,0.10959596186876297,0.10959596186876297,0.0,0.0,32,0.2,mean_absolute_error,300,rmsprop
100,0.10959596186876297,0.10959596186876297,0.0,0.0,32,0.2,mean_absolute_error,300,Adam
100,0.020412025973200798,0.005537406541407108,0.0,0.0,32,0.5,categorical_crossentropy,100,rmsprop
100,0.010707718320190907,0.0033664379734545946,0.0,0.0,32,0.5,categorical_crossentropy,100,Adam
100,0.02466915175318718,0.007783443666994572,0.0,0.0,32,0.5,categorical_crossentropy,200,rmsprop
100,0.06396441161632538,0.022696668282151222,0.0,0.0,32,0.5,categorical_crossentropy,200,Adam
100,0.029794523492455482,0.006113012321293354,0.0,0.0,32,0.5,categorical_crossentropy,300,rmsprop
100,0.026727331802248955,0.010042932815849781,0.0,0.0,32,0.5,categorical_crossentropy,300,Adam
100,0.10959596186876297,0.10959596186876297,0.0,0.0,32,0.5,mean_absolute_error,100,rmsprop
100,0.10959599167108536,0.10959599167108536,0.0,0.0,32,0.5,mean_absolute_error,100,Adam
100,0.10959596186876297,0.10959596186876297,0.0,0.0,32,0.5,mean_absolute_error,200,rmsprop
100,0.10959596186876297,0.10959596186876297,0.0,0.0,32,0.5,mean_absolute_error,200,Adam
100,0.10959596186876297,0.10959596186876297,0.0,0.0,32,0.5,mean_absolute_error,300,rmsprop
100,0.10959596186876297,0.10959596186876297,0.0,0.0,32,0.5,mean_absolute_error,300,Adam
100,0.010370852425694466,0.0033916598185896873,0.0,0.0,64,0.1,categorical_crossentropy,100,rmsprop
100,0.013608499430119991,0.004969597328454256,0.0,0.0,64,0.1,categorical_crossentropy,100,Adam
100,0.011845279484987259,0.003901007818058133,0.0,0.0,64,0.1,categorical_crossentropy,200,rmsprop
100,0.024839019402861595,0.00918168667703867,0.0,0.0,64,0.1,categorical_crossentropy,200,Adam
100,0.00893965270370245,0.002596016274765134,0.0,0.0,64,0.1,categorical_crossentropy,300,rmsprop
100,0.11036835610866547,0.040268149226903915,0.0,0.0,64,0.1,categorical_crossentropy,300,Adam
100,0.10959596186876297,0.10959596186876297,0.0,0.0,64,0.1,mean_absolute_error,100,rmsprop
100,0.10959596186876297,0.10959596186876297,0.0,0.0,64,0.1,mean_absolute_error,100,Adam
100,0.10959596186876297,0.10959596186876297,0.0,0.0,64,0.1,mean_absolute_error,200,rmsprop
100,0.10959596186876297,0.10959596186876297,0.0,0.0,64,0.1,mean_absolute_error,200,Adam
100,0.10959596186876297,0.10959596186876297,0.0,0.0,64,0.1,mean_absolute_error,300,rmsprop
100,0.10959596186876297,0.10959596186876297,0.0,0.0,64,0.1,mean_absolute_error,300,Adam
100,0.025480208918452263,0.007779048290103674,0.0,0.0,64,0.2,categorical_crossentropy,100,rmsprop
100,0.013312564231455326,0.004395818803459406,0.0,0.0,64,0.2,categorical_crossentropy,100,Adam
100,0.00981852412223816,0.0028294946532696486,0.0,0.0,64,0.2,categorical_crossentropy,200,rmsprop
100,1.1279568672180176,0.17154547572135925,0.0,0.0,64,0.2,categorical_crossentropy,200,Adam
100,0.009139027446508408,0.002643237356096506,0.0,0.0,64,0.2,categorical_crossentropy,300,rmsprop
100,0.009968944825232029,0.0031765333842486143,0.0,0.0,64,0.2,categorical_crossentropy,300,Adam
100,0.10959596186876297,0.10959596186876297,0.0,0.0,64,0.2,mean_absolute_error,100,rmsprop
100,0.10959597676992416,0.10959597676992416,0.0,0.0,64,0.2,mean_absolute_error,100,Adam
100,0.10959596186876297,0.10959596186876297,0.0,0.0,64,0.2,mean_absolute_error,200,rmsprop
100,0.10959596186876297,0.10959596186876297,0.0,0.0,64,0.2,mean_absolute_error,200,Adam
100,0.10959596186876297,0.10959596186876297,0.0,0.0,64,0.2,mean_absolute_error,300,rmsprop
100,0.10959596186876297,0.10959596186876297,0.0,0.0,64,0.2,mean_absolute_error,300,Adam
100,0.0169917494058609,0.005747260991483927,0.0,0.0,64,0.5,categorical_crossentropy,100,rmsprop
100,0.014244130812585354,0.004790229257196188,0.0,0.0,64,0.5,categorical_crossentropy,100,Adam
100,0.13145765662193298,0.029281489551067352,0.0,0.0,64,0.5,categorical_crossentropy,200,rmsprop
100,0.02128290943801403,0.007269726600497961,0.0,0.0,64,0.5,categorical_crossentropy,200,Adam
100,0.24497276544570923,0.04330725595355034,0.0,0.0,64,0.5,categorical_crossentropy,300,rmsprop
100,0.4905530512332916,0.14416879415512085,0.0,0.0,64,0.5,categorical_crossentropy,300,Adam
100,0.10959596186876297,0.10959596186876297,0.0,0.0,64,0.5,mean_absolute_error,100,rmsprop
100,0.10959602892398834,0.10959602892398834,0.0,0.0,64,0.5,mean_absolute_error,100,Adam
100,0.10959596186876297,0.10959596186876297,0.0,0.0,64,0.5,mean_absolute_error,200,rmsprop
100,0.10959596186876297,0.10959596186876297,0.0,0.0,64,0.5,mean_absolute_error,200,Adam
100,0.10959596186876297,0.10959596186876297,0.0,0.0,64,0.5,mean_absolute_error,300,rmsprop
100,0.10959596186876297,0.10959596186876297,0.0,0.0,64,0.5,mean_absolute_error,300,Adam
