round_epochs,loss,mean_absolute_error,val_loss,val_mean_absolute_error,batch_size,dropout,epochs,losses,lstm_units,optimizer
100,0.013426472432911396,0.011044708080589771,0.0,0.0,32,0.1,100,binary_crossentropy,100,rmsprop
100,0.009085109457373619,0.007897645235061646,0.0,0.0,32,0.1,100,binary_crossentropy,100,Adam
100,0.006040151696652174,0.004419729113578796,0.0,0.0,32,0.1,100,binary_crossentropy,200,rmsprop
100,0.005356926470994949,0.004480615258216858,0.0,0.0,32,0.1,100,binary_crossentropy,200,Adam
100,0.00694786524400115,0.004136945120990276,0.0,0.0,32,0.1,100,binary_crossentropy,300,rmsprop
100,0.005428711883723736,0.004564482253044844,0.0,0.0,32,0.1,100,binary_crossentropy,300,Adam
100,0.02219250611960888,0.017146382480859756,0.0,0.0,32,0.2,100,binary_crossentropy,100,rmsprop
100,0.012941311113536358,0.011139943264424801,0.0,0.0,32,0.2,100,binary_crossentropy,100,Adam
100,0.007150870747864246,0.005754662677645683,0.0,0.0,32,0.2,100,binary_crossentropy,200,rmsprop
100,0.007780270650982857,0.006833703722804785,0.0,0.0,32,0.2,100,binary_crossentropy,200,Adam
100,0.04033679515123367,0.027547581121325493,0.0,0.0,32,0.2,100,binary_crossentropy,300,rmsprop
100,0.0796855241060257,0.05207991227507591,0.0,0.0,32,0.2,100,binary_crossentropy,300,Adam
100,0.040119752287864685,0.02911442704498768,0.0,0.0,32,0.5,100,binary_crossentropy,100,rmsprop
100,0.030158156529068947,0.02330183796584606,0.0,0.0,32,0.5,100,binary_crossentropy,100,Adam
100,0.019710389897227287,0.013580674305558205,0.0,0.0,32,0.5,100,binary_crossentropy,200,rmsprop
100,0.017925681546330452,0.014241993427276611,0.0,0.0,32,0.5,100,binary_crossentropy,200,Adam
100,0.012001987546682358,0.00954707432538271,0.0,0.0,32,0.5,100,binary_crossentropy,300,rmsprop
100,0.22163669764995575,0.14502660930156708,0.0,0.0,32,0.5,100,binary_crossentropy,300,Adam
100,0.05115555599331856,0.034356068819761276,0.0,0.0,64,0.1,100,binary_crossentropy,100,rmsprop
100,0.03369150310754776,0.028485989198088646,0.0,0.0,64,0.1,100,binary_crossentropy,100,Adam
100,0.018841534852981567,0.014539326541125774,0.0,0.0,64,0.1,100,binary_crossentropy,200,rmsprop
100,0.025106089189648628,0.02021983079612255,0.0,0.0,64,0.1,100,binary_crossentropy,200,Adam
100,0.0071162274107337,0.006155562121421099,0.0,0.0,64,0.1,100,binary_crossentropy,300,rmsprop
100,0.07397264987230301,0.057890634983778,0.0,0.0,64,0.1,100,binary_crossentropy,300,Adam
100,0.04667828604578972,0.03572344779968262,0.0,0.0,64,0.2,100,binary_crossentropy,100,rmsprop
100,0.036853861063718796,0.030757836997509003,0.0,0.0,64,0.2,100,binary_crossentropy,100,Adam
100,0.016200166195631027,0.013055362738668919,0.0,0.0,64,0.2,100,binary_crossentropy,200,rmsprop
100,0.03172177076339722,0.026684774085879326,0.0,0.0,64,0.2,100,binary_crossentropy,200,Adam
100,0.026414358988404274,0.017397740855813026,0.0,0.0,64,0.2,100,binary_crossentropy,300,rmsprop
100,0.009092822670936584,0.007913746871054173,0.0,0.0,64,0.2,100,binary_crossentropy,300,Adam
100,0.07375682890415192,0.054593395441770554,0.0,0.0,64,0.5,100,binary_crossentropy,100,rmsprop
100,0.05602952465415001,0.04301995411515236,0.0,0.0,64,0.5,100,binary_crossentropy,100,Adam
100,0.04269925877451897,0.027657585218548775,0.0,0.0,64,0.5,100,binary_crossentropy,200,rmsprop
100,0.08229076862335205,0.05412418767809868,0.0,0.0,64,0.5,100,binary_crossentropy,200,Adam
100,0.5847073197364807,0.17405958473682404,0.0,0.0,64,0.5,100,binary_crossentropy,300,rmsprop
100,0.1063176766037941,0.07737080752849579,0.0,0.0,64,0.5,100,binary_crossentropy,300,Adam
